Sr.No,Round,Institute,PG Program,Group,Category,Max GATE Score,Min GATE Score
1201,Round 1,National Institute of Technology Hamirpur,Computer Science & Engineering (Artificial Intelligence),G1,EWS,438,420
1202,Round 1,National Institute of Technology Hamirpur,Computer Science & Engineering,G1,OBC-NCL,473,442
1203,Round 1,National Institute of Technology Hamirpur,Electrical Engineering (Condition Monitoring of Power Apparatus),G1,OBC-NCL,332,328
1204,Round 1,National Institute of Technology Hamirpur,Electrical Engineering (Power System),G1,EWS,325,325
1205,Round 1,National Institute of Technology Hamirpur,Electrical Engineering (Signal Processing & Control),G1,OBC-NCL,371,332
1206,Round 1,National Institute of Technology Hamirpur,Electrical Engineering (Signal Processing & Control),G1,SC,267,260
1207,Round 1,"National Institute of Technology Karnataka, Surathkal",Computational and Data Science,G1,OBC-NCL,726,694
1208,Round 1,"National Institute of Technology Karnataka, Surathkal",Computational and Data Science,G1,SC,588,524
1209,Round 1,"National Institute of Technology Karnataka, Surathkal",Chemical Engineering,G1,OPEN,451,434
1210,Round 1,"National Institute of Technology Karnataka, Surathkal",Chemical Engineering,G2,EWS,377,377
1211,Round 1,"National Institute of Technology Karnataka, Surathkal",Construction Technology and Management,G1,EWS,573,557
1212,Round 1,"National Institute of Technology Karnataka, Surathkal",Construction Technology and Management,G1,SC,482,386
1213,Round 1,"National Institute of Technology Karnataka, Surathkal",Communication Engineering and Networks,G1,EWS,576,550
1214,Round 1,"National Institute of Technology Karnataka, Surathkal",Environmental Science & Technology,G1,OBC-NCL,466,432
1215,Round 1,"National Institute of Technology Karnataka, Surathkal",Environmental Science & Technology,G1,SC,344,323
1216,Round 1,"National Institute of Technology Karnataka, Surathkal",Environmental Engineering,G1,OPEN,697,539
1217,Round 1,"National Institute of Technology Karnataka, Surathkal",Environmental Engineering,G1,SC,371,349
1218,Round 1,"National Institute of Technology Karnataka, Surathkal",Geotechnical Engineering,G1,EWS,529,525
1219,Round 1,"National Institute of Technology Karnataka, Surathkal",Geotechnical Engineering,G1,OPEN,573,539
1220,Round 1,"National Institute of Technology Karnataka, Surathkal",Geoinformatics,G1,EWS,452,439
1221,Round 1,"National Institute of Technology Karnataka, Surathkal",Geoinformatics,G1,OPEN,559,472
1222,Round 1,"National Institute of Technology Karnataka, Surathkal",Industrial Biotechnology,G1,OBC-NCL,488,370
1223,Round 1,"National Institute of Technology Karnataka, Surathkal",Information Technology,G1,OBC-NCL,631,604
1224,Round 1,"National Institute of Technology Karnataka, Surathkal",Information Technology,G1,SC,477,442
1225,Round 1,"National Institute of Technology Karnataka, Surathkal",Mechanical Design,G1,OPEN,724,716
1226,Round 1,"National Institute of Technology Karnataka, Surathkal",Mechanical Design,G2,OBC-NCL,661,661
1227,Round 1,"National Institute of Technology Karnataka, Surathkal",Mechanical Design,G2,EWS,671,671
1228,Round 1,"National Institute of Technology Karnataka, Surathkal",Mechanical Design,G3,OPEN,690,689
1229,Round 1,"National Institute of Technology Karnataka, Surathkal",Materials Engineering,G1,OPEN,614,521
1230,Round 1,"National Institute of Technology Karnataka, Surathkal",Materials Engineering,G1,SC,343,319
1231,Round 1,"National Institute of Technology Karnataka, Surathkal",Marine Structures,G1,OPEN,522,441
1232,Round 1,"National Institute of Technology Karnataka, Surathkal",Manufacturing Engineering,G1,OPEN,639,612
1233,Round 1,"National Institute of Technology Karnataka, Surathkal",Manufacturing Engineering,G1,SC,405,402
1234,Round 1,"National Institute of Technology Karnataka, Surathkal",Mechatronics Engineering,G1,SC,416,398
1235,Round 1,"National Institute of Technology Karnataka, Surathkal",Mechatronics Engineering,G2,OPEN,589,575
1236,Round 1,"National Institute of Technology Karnataka, Surathkal",Mechatronics Engineering,G2,SC,425,350
1237,Round 1,"National Institute of Technology Karnataka, Surathkal",Nanotechnology,G1,EWS,520,482
1238,Round 1,"National Institute of Technology Karnataka, Surathkal",Process Metallurgy,G1,EWS,452,438
1239,Round 1,"National Institute of Technology Karnataka, Surathkal",Process Metallurgy,G1,OPEN,540,502
1240,Round 1,"National Institute of Technology Karnataka, Surathkal",Power & Energy Systems,G1,OBC-NCL,593,578
1241,Round 1,"National Institute of Technology Karnataka, Surathkal",Power & Energy Systems,G1,ST,364,303
1242,Round 1,"National Institute of Technology Karnataka, Surathkal",Signal Processing and Machine Learning,G1,OPEN,713,680
1243,Round 1,"National Institute of Technology Karnataka, Surathkal",Structural Engineering,G1,OBC-NCL,615,587
1244,Round 1,"National Institute of Technology Karnataka, Surathkal",Structural Engineering,G1,ST,412,316
1245,Round 1,"National Institute of Technology Karnataka, Surathkal",Transportation Engineering,G1,OPEN,580,545
1246,Round 1,"National Institute of Technology Karnataka, Surathkal",Thermal Engineering,G1,EWS,630,625
1247,Round 1,"National Institute of Technology Karnataka, Surathkal",VLSI Design,G1,OBC-NCL,707,689
1248,Round 1,"National Institute of Technology Karnataka, Surathkal",VLSI Design,G1,EWS,721,710
1249,Round 1,"National Institute of Technology Karnataka, Surathkal",VLSI Design,G1,ST,430,388
1250,Round 1,"National Institute of Technology Karnataka, Surathkal",Water Resources Engineering & Management,G1,SC,375,332
1251,Round 1,"National Institute of Technology Karnataka, Surathkal",Computer Science & Engineering (Information Security),G1,EWS,626,622
1252,Round 1,"National Institute of Technology Karnataka, Surathkal",Computer Science & Engineering,G1,OBC-NCL,670,648
1253,Round 1,"National Institute of Technology Karnataka, Surathkal",Computer Science & Engineering,G1,EWS,705,692
1254,Round 1,"National Institute of Technology Karnataka, Surathkal",Computer Science & Engineering,G1,OPEN,758,710
1255,Round 1,"National Institute of Technology Karnataka, Surathkal",Computer Science & Engineering,G1,OPEN-PwD,267,267
1256,Round 1,"National Institute of Technology Karnataka, Surathkal",Computer Science & Engineering,G1,SC,499,490
1257,Round 1,National Institute of Technology Meghalaya,Fluids & Thermal Engineering,G1,OPEN,416,359
1258,Round 1,"National Institute of Technology Karnataka, Surathkal",Computer Science & Engineering,G1,ST,407,403
1259,Round 1,National Institute of Technology Meghalaya,Power & Energy Systems,G1,OBC-NCL,321,318
1260,Round 1,National Institute of Technology Meghalaya,Power & Energy Systems,G1,OPEN,366,354
1261,Round 1,"National Institute of Technology Karnataka, Surathkal",Water Resources Engineering & Management,G1,OBC-NCL,475,455
1262,Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,G1,OBC-NCL,446,361
1263,Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,G1,EWS,324,323
1264,Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,G1,OPEN,539,451
1265,Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,G1,SC,394,275
1266,Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence,G1,ST,249,249
1267,Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Electronics and Communication Engineering with Specialization in Microelectronics and VLSI Systems,G1,OBC-NCL,429,396
1268,Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Electronics and Communication Engineering with Specialization in Microelectronics and VLSI Systems,G1,EWS,367,367
1269,Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Electronics and Communication Engineering with Specialization in Microelectronics and VLSI Systems,G1,OPEN,583,450
1270,Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Electronics and Communication Engineering with Specialization in Microelectronics and VLSI Systems,G1,SC,296,279
1271,Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Electronics and Communication Engineering with Specialization in Communication Systems,G1,OBC-NCL,383,336
1272,Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Electronics and Communication Engineering with Specialization in Communication Systems,G1,OPEN,421,387
1273,Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Electronics and Communication Engineering with Specialization in Communication Systems,G1,SC,279,258
1274,Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Mechanical Engineering with Specialization in Mechanical Systems Design,G1,OBC-NCL,426,355
1275,Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Mechanical Engineering with Specialization in Mechanical Systems Design,G1,OPEN,492,431
1276,Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Mechanical Engineering with Specialization in Mechanical Systems Design,G1,SC,311,260
1277,Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Mechanical Engineering with Specialization in Smart Manufacturing,G1,OBC-NCL,391,339
1278,Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Mechanical Engineering with Specialization in Smart Manufacturing,G1,OPEN,563,398
1279,Round 1,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Mechanical Engineering with Specialization in Smart Manufacturing,G1,SC,247,247
1280,Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Artificial Intelligence and Machine Learning,G1,OBC-NCL,438,400
1281,Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Artificial Intelligence and Machine Learning,G1,EWS,438,403
1282,Round 1,"National Institute of Technology Karnataka, Surathkal",Water Resources Engineering & Management,G1,EWS,475,432
1283,Round 1,"National Institute of Technology Karnataka, Surathkal",Water Resources Engineering & Management,G1,OPEN,594,485
1284,Round 1,"National Institute of Technology Karnataka, Surathkal",Water Resources Engineering & Management,G1,ST,281,281
1285,Round 1,National Institute of Technology Patna,Master of Urban & Regional Planning,G1,OPEN-PwD,336,336
1286,Round 1,National Institute of Technology Patna,Master of Urban & Regional Planning,G1,SC,260,241
1287,Round 1,National Institute of Technology Patna,Master of Urban & Regional Planning,G1,ST,223,223
1288,Round 1,National Institute of Technology Patna,Control System Engineering,G1,OBC-NCL,418,389
1289,Round 1,National Institute of Technology Patna,Control System Engineering,G1,EWS,364,364
1290,Round 1,National Institute of Technology Patna,Control System Engineering,G1,OPEN,543,449
1291,Round 1,National Institute of Technology Patna,Control System Engineering,G1,SC,396,321
1292,Round 1,National Institute of Technology Patna,Control System Engineering,G2,OPEN,409,355
1293,Round 1,National Institute of Technology Patna,Communication Systems,G1,OBC-NCL,387,342
1294,Round 1,National Institute of Technology Patna,Communication Systems,G1,EWS,375,375
1295,Round 1,National Institute of Technology Patna,Communication Systems,G1,OPEN,508,387
1296,Round 1,National Institute of Technology Patna,Communication Systems,G1,SC,279,254
1297,Round 1,National Institute of Technology Patna,Design Engineering,G1,OBC-NCL,384,374
1298,Round 1,National Institute of Technology Patna,Design Engineering,G1,EWS,420,420
1299,Round 1,National Institute of Technology Patna,Design Engineering,G1,OPEN,586,438
1300,Round 1,National Institute of Technology Patna,Design Engineering,G1,SC,283,276
1301,Round 1,National Institute of Technology Patna,Design Engineering,G2,OPEN,606,374
1302,Round 1,National Institute of Technology Patna,Design Engineering,G2,SC,188,188
1303,Round 1,National Institute of Technology Patna,Environmental Engineering,G1,OBC-NCL,458,442
1304,Round 1,National Institute of Technology Patna,Environmental Engineering,G1,EWS,337,337
1305,Round 1,National Institute of Technology Patna,Environmental Engineering,G1,OPEN,493,462
1306,Round 1,National Institute of Technology Patna,Environmental Engineering,G1,SC,322,295
1307,Round 1,National Institute of Technology Patna,Environmental Engineering,G1,ST,312,312
1308,Round 1,National Institute of Technology Patna,Environmental Engineering,G2,OBC-NCL,342,342
1309,Round 1,National Institute of Technology Patna,Environmental Engineering,G2,OPEN,442,361
1310,Round 1,National Institute of Technology Patna,Environmental Engineering,G2,SC,270,270
1311,Round 1,National Institute of Technology Patna,Geotechnical Engineering,G1,OBC-NCL,406,393
1312,Round 1,National Institute of Technology Patna,Geotechnical Engineering,G1,EWS,375,342
1313,Round 1,"School of Planning and Architecture, Bhopal",M.Plan. (Environmental  Planning),G1,OPEN,617,563
1314,Round 1,"School of Planning and Architecture, Bhopal",M.Plan. (Environmental  Planning),G1,SC,248,248
1315,Round 1,"School of Planning and Architecture, Bhopal",M.Plan. (Transport Planning  and Logistics Management),G3,OBC-NCL,520,420
